6501	5805
6689	6691
3351	2703
1424	871
7540	7378
1453	3647
2706	3537
1608	2076
183	8
1473	1754
769	4110
4948	6907
2707	3973
677	152
3009	4373
2828	1473
2689	4435
35	1476
7386	737
7769	967
1573	993
1661	1953
5828	2760
3680	128
2118	5412
3258	2967
5802	6665
663	697
677	317
4829	3417
2237	2667
2872	8294
4338	6833
1049	11
1549	2815
7927	7924
1210	1492
2333	1772
3796	2988
6913	4824
742	1035
5814	6784
3764	6790
1697	1859
1492	2413
2653	122
4688	3458
280	2535
5739	5871
4211	7478
3056	3958
3785	2981
4212	4799
3787	5148
3260	1701
4045	2765
1927	831
3479	3995
1236	4365
3005	417
788	545
286	12
7961	3297
3031	2485
2339	1031
5002	6596
2900	2688
5605	7908
1335	1772
5527	3449
2476	1754
5215	1661
171	1234
993	871
4353	737
2499	2651
826	1322
3018	3680
11	1749
2369	8002
1549	1407
1615	2101
2354	2653
1074	6769
3125	2832
1193	1292
3404	1062
3522	5454
986	332
4099	6123
4999	3872
2227	2071
15	371
6769	5800
5189	2398
6486	6873
1583	2072
2375	2256
5177	5950
3408	2565
608	2326
1605	691
1796	5980
42	214
5638	5324
5182	5176
922	587
3028	3670
6918	5189
15	1247
2069	2571
922	415
11	2076
5844	5316
1476	21
5806	7295
2159	8290
988	3645
2775	2660
33	25
5697	6994
3032	2289
72	2542
7795	7747
311	1487
988	859
4792	7788
3394	825
5288	5281
3381	4713
1538	941
715	1282
2859	3903
7279	5543
2485	5721
5273	3447
3334	6552
5818	6262
2247	2084
5404	3642
6448	6006
5196	5079
1726	1549
1997	1166
1167	1293
2157	1772
1489	2322
6340	6339
5539	2565
2411	2576
109	5800
1395	1842
2643	1538
2790	3580
993	168
5166	5563
4024	2565
1649	1350
2790	1613
6097	3982
2535	3631
6634	4076
5254	6486
1133	5635
6576	2240
2565	1982
4037	4905
7699	7088
4813	3614
1594	1585
1992	122
8122	4632
2696	2713
4879	6486
5255	5020
2516	3032
2174	2009
3142	1982
7647	2560
765	87
252	104
5423	4673
5002	7414
2322	2683
173	1285
3910	4448
7768	3752
8044	7301
663	5887
1437	1394
5524	1111
3032	5932
2485	3580
1631	1165
3089	1848
1259	1297
1166	5800
1758	1788
3404	2510
6314	2620
24	299
1164	805
3459	2226
2517	697
3435	3031
6596	6241
1166	2264
3352	2981
2117	2116
2014	3060
1009	6029
5321	72
6712	6624
6527	6528
575	765
2688	3148
6946	2940
3862	3562
7054	5500
3404	1522
3682	1777
6305	4361
2703	2819
3164	2176
3946	788
5290	4824
1200	2618
1035	1236
4290	2964
6618	2785
825	2411
1637	68
1995	1919
7517	6443
3034	1297
171	993
5324	3456
2560	7699
4717	737
7734	5655
2252	2804
5804	789
4310	5721
8148	2565
2251	3076
5731	5732
3634	4247
1722	2079
2121	854
1051	7890
172	3020
838	844
6649	5254
3454	1706
1035	1835
1646	2328
39	23
2362	1166
1074	4967
4326	3089
1319	2128
4846	4653
1754	161
1680	4219
4781	5543
709	714
252	39
3130	1156
5922	5103
600	2593
959	1374
2066	2054
72	4338
2114	3029
6375	5804
3985	4037
3439	2871
417	838
2326	1100
5335	6282
5020	6460
7225	7508
127	14
3458	2485
5262	6021
296	560
5217	5459
30	22
3144	2693
5239	1662
4828	5481
304	2276
138	86
3562	2566
3976	2775
3568	4066
11	1688
2088	2091
2968	3557
2811	4725
4706	1395
600	704
932	21
457	2253
3334	7424
4462	4463
6600	5002
946	24
1982	5871
1385	4982
1029	1129
1043	982
1706	1972
7088	7379
1919	2549
3350	4827
3148	204
457	6124
3631	3292
1603	707
1621	1714
6552	5998
2209	3466
3452	4124
6060	5543
1250	1335
3680	2326
4335	5217
5871	2620
1261	1549
417	825
150	265
4483	7809
2511	4045
2688	3291
7632	7225
2535	308
2625	961
4974	5638
3462	6632
996	2805
4468	1688
7144	6619
1012	1772
6263	5423
406	306
5457	3089
1191	810
271	79
1648	3614
4894	4335
805	644
1236	3807
3586	5563
8141	8140
4709	5022
2599	2665
1286	47
3875	1382
1281	993
2256	4047
155	7344
2603	2604
3671	3567
2159	2253
5445	7131
6458	5273
3516	3439
737	5246
2713	3971
2550	2116
2251	1608
2619	2299
3456	1374
5449	4948
5171	2258
67	132
7682	6914
2511	3478
2707	3010
3142	7810
109	4709
1411	290
7116	7588
1542	46
1783	1757
317	371
15	3456
2746	2825
2794	1592
4044	841
2565	2593
72	1597
2834	1552
4124	4332
1319	1247
1350	1000
2689	3265
2814	1374
5817	4219
1191	310
1453	1167
4124	3439
6619	6930
1319	1808
5814	5950
5288	5582
1250	2343
346	290
1615	1669
5514	4550
5802	5806
11	3084
2851	3643
5775	4353
1987	407
3084	7586
1555	600
1390	634
4024	3991
3408	665
68	4162
5262	5178
1977	2294
2120	820
988	2660
1230	59
1200	5022
7553	5697
25	252
1267	2704
90	559
3641	6347
2972	3967
6072	5246
4967	4134
3056	2231
5404	311
813	1847
1953	871
3352	4742
3976	7185
1476	600
6243	6993
1633	1492
1037	6833
2822	2923
771	1701
2550	2118
7651	737
2972	5732
3723	7587
1990	1385
7301	5796
7188	7315
946	2801
33	15
1972	2594
2842	3291
1204	710
3304	1633
246	600
1967	2746
6359	6555
6936	5524
2072	1646
4441	4953
5509	5478
1549	2973
4824	5290
348	154
4828	2658
3796	5130
4829	5818
4879	7231
4463	3728
3661	4043
4550	5683
10	246
2535	2565
1080	55
4310	3919
2433	3631
4424	663
4764	4875
1151	3807
1563	1489
3028	1972
5872	4632
432	1927
1186	94
6049	4310
1473	1549
970	1518
3666	4124
493	299
5188	1074
390	143
766	4709
1623	1428
1521	1836
7683	7045
6006	6918
1808	1816
2229	3148
4045	4796
2485	5506
549	652
6179	4065
6243	1064
1151	2381
5925	2485
339	936
5871	6615
306	1418
2958	2565
173	259
2597	2328
2831	4077
816	1453
7092	6518
1403	6702
1549	2506
5254	7835
7440	6619
4441	4099
1374	2625
60	1717
4536	5176
5210	5839
79	302
2135	4827
56	175
4814	4189
4725	4037
24	1111
6770	737
2062	3192
3009	3724
6934	7186
1026	633
3352	447
5529	4536
2066	1919
2871	2951
3642	5663
2625	1135
5506	5079
3352	2134
35	50
122	1159
3305	2565
4820	3276
1893	1098
68	4201
7021	7813
5773	6801
2700	3898
6620	5822
21	1190
1506	317
3995	4482
432	556
1386	1248
4536	6523
3480	2003
1549	784
1679	784
5784	5783
3168	3956
5028	6624
2833	1549
5462	5563
7227	7277
1987	1480
11	2101
6953	6955
1323	2065
2411	2809
7544	5814
2565	3007
5933	7086
3916	4653
5915	7839
567	584
72	975
5802	6474
7055	3000
5591	15
2387	4098
1050	1199
2258	5760
3371	2416
977	810
261	25
856	2225
432	1888
996	2620
737	6170
567	282
5800	5818
2560	6980
7699	122
4879	6665
3506	2842
111	300
6947	6765
3454	2612
8174	854
5862	3089
696	312
5263	3092
3127	3028
2623	5002
1279	1595
6414	7294
4127	1542
2014	2009
319	3607
2338	2707
35	183
3965	7620
3971	2535
1042	2256
6832	2677
1487	1969
429	839
2692	2325
956	1613
1395	4600
3260	3842
6789	3642
11	873
3381	5200
6441	5177
1167	762
1594	1732
5273	2688
4600	4844
2506	2871
2237	3917
1705	166
4231	2565
5934	6715
4792	4777
5130	5008
6945	6560
5640	5187
3456	2256
7632	6595
4040	7788
339	750
4019	4021
2071	1992
2145	1982
317	321
3290	4040
373	339
7757	6993
147	146
5811	3334
5568	5123
295	56
2507	4557
5079	5737
873	849
6376	4488
6725	5950
340	918
1501	1864
2381	2237
5022	2983
1808	1521
3028	5697
2613	3480
4424	784
6344	109
4162	7620
2685	275
3366	3371
2160	68
5392	3601
2968	1305
2151	1236
11	2329
2371	2485
2565	3631
6907	7529
5189	5592
439	911
5305	5189
1855	11
15	4441
3976	4223
6552	7323
4781	5177
3227	1026
1799	766
53	4764
4335	4448
1352	3466
1297	1186
4191	5523
3334	3291
4416	2535
2474	4021
5925	5187
2764	3854
941	1428
6435	2547
4424	346
3887	122
2365	3028
2559	2958
1470	887
4966	4297
8007	6946
1965	163
6229	766
5454	5680
7092	6924
2125	1566
4681	1498
2646	2993
1549	1729
7763	6993
2560	3557
6227	6
1253	712
2354	4948
2176	1211
7233	7992
1811	1097
4666	4437
7544	7813
171	1125
3897	3028
1700	1564
1600	1006
172	761
5022	805
5697	6803
3449	3645
3309	445
1133	5543
7279	7057
24	2830
3301	3032
3175	2485
2693	996
1305	3251
3062	1781
1386	1253
5671	583
6661	2346
3454	3180
15	54
2225	3180
7813	7378
310	6505
7544	5671
878	311
5543	4781
5800	6924
5239	766
3059	2651
2774	173
1633	1596
3278	1633
5796	6498
457	6552
407	1374
3034	2871
5804	3453
6166	6068
7131	6442
5378	8209
299	8
306	1286
2348	1608
3959	2535
2290	2819
859	1193
2964	2595
4221	4536
3479	1210
29	214
5753	1133
6993	7910
2133	1977
2226	6634
5814	6634
2856	1991
2571	1769
813	2375
838	1199
3898	3682
1549	4967
5958	5963
3375	2328
5188	6330
4557	4371
259	2181
1483	1798
4981	7879
6955	5022
5607	2398
1748	6442
5796	3897
8235	6916
1006	2435
1210	230
1864	1132
2485	2174
5773	4944
5798	5714
3557	11
737	4550
6948	166
733	306
5199	1374
1024	2805
4139	2328
2277	2354
4056	3835
7882	7386
3168	4110
5804	5956
1097	737
5130	3956
24	1987
1678	996
1969	407
24	722
1281	1464
5022	5140
75	447
1730	872
2565	5922
2535	4335
2688	3720
3767	3192
5106	2688
3394	2508
2972	6930
4138	2658
3803	766
1833	2112
94	251
2653	3680
1098	6967
6	421
2381	4846
5254	4361
2411	1754
2657	3541
8	47
1211	2871
3015	4536
2688	2116
826	1749
6991	7323
1062	707
5509	4967
3104	2231
7650	7662
2974	3028
5940	6006
4365	4124
7662	2452
1497	2297
3461	4666
1053	789
1026	122
4441	7763
5800	6776
1583	2594
319	725
5973	5022
7094	5524
2102	2072
1080	1095
465	20
315	259
334	1305
1732	173
560	406
744	946
7642	6772
3814	4055
4037	2258
838	878
2688	3024
7262	7763
2073	1997
4712	6255
44	391
5802	7553
457	8037
2333	1166
4712	3635
5029	3027
1396	231
5812	7279
1074	5714
3394	3516
5837	3614
183	179
3290	3926
3965	6044
801	838
4824	4976
6023	5805
1549	2485
2996	946
246	296
3439	3140
2657	3725
1893	1889
2237	5100
2636	2643
2079	2063
704	313
2703	3020
5384	447
3056	2144
4547	5115
3334	3812
583	372
1453	1006
4191	2237
1326	2004
2686	1688
2842	3737
6305	4994
8295	5079
1705	2918
2708	12
1492	3033
2120	2290
4659	4999
2660	7809
6550	5812
1767	2727
1129	1538
3032	6501
1020	663
1133	5638
2440	3456
376	1023
3352	1951
3460	2688
722	761
4604	4967
2713	1571
3630	2066
1305	2256
5404	5802
5185	6855
2565	1211
5848	5624
415	2005
1444	2072
5384	6615
4993	4894
3586	6464
3622	3059
1842	1099
4040	3447
1315	2564
706	1478
6262	44
6892	5739
2618	2240
4532	8174
971	1352
4441	5404
1428	2066
3634	1159
3089	4550
1468	2456
36	6151
2707	1814
7688	7046
4055	2326
3028	3880
173	1798
2872	3681
4828	6790
1378	1098
7233	7901
3144	1837
2256	1820
1646	1772
2053	1820
5037	457
71	2114
6965	6609
5902	3258
1608	5545
5412	5332
644	1311
3095	1437
5378	7053
4824	72
7005	4948
7063	6913
5800	4037
6296	5589
829	816
988	8168
2365	2665
4441	3092
8124	5068
4234	3451
3028	4557
192	8287
7673	7054
5079	4065
3726	5524
4373	1697
1563	1279
310	2246
4222	2354
6832	7092
6869	3449
78	392
5310	4824
7862	8042
2470	2451
2065	2225
2595	2041
1428	3717
356	94
2473	2902
2565	6918
2972	1769
3279	1679
5188	4777
2504	1553
2851	5796
5326	5320
2470	2440
3394	4076
3650	1885
1151	3005
368	14
4829	2785
2571	1700
3117	3641
86	911
2474	1297
109	6328
5827	3439
1896	2066
5714	5173
2923	1661
2145	2125
5096	7675
3291	2145
7341	7317
539	3010
3024	3682
1697	1849
4349	3452
6221	1074
6596	3381
7403	6123
1641	1357
1621	5839
315	2963
2371	2560
3498	3854
2256	4181
766	7341
2071	1374
9	664
4037	7906
6589	2456
1473	1353
2009	3871
3587	3470
2093	3106
1055	308
2932	3451
3084	5391
8085	8174
6618	7047
2258	3568
2992	2993
4987	2972
3958	2658
1573	707
3916	5079
5253	1500
2612	3794
6006	4673
2517	4661
306	1141
3062	2116
7144	7146
6770	5185
2326	4263
1518	826
3130	1167
6600	5816
5829	2620
1248	173
87	8174
173	1267
5738	5179
2792	3007
6496	5553
1204	3338
1990	3724
2658	5132
932	317
6784	7266
8	308
4276	2387
7056	5671
1772	2400
5505	5506
2708	290
6503	6916
2819	24
2760	2145
1167	3976
8128	5802
1103	1496
7544	7502
4751	3748
1972	766
1374	1653
2700	2912
2657	3301
993	1471
4046	7088
4453	122
6226	5655
813	432
816	829
1633	3055
5886	4041
6789	1924
4831	3956
3054	3056
1615	2106
7696	8019
4433	3956
1416	2093
904	838
857	78
180	1031
94	55
3462	4796
3650	3148
3034	4735
2033	2398
2625	3271
5820	6596
6242	6251
3371	3370
5321	6305
3645	2548
4893	4044
7023	5772
4351	3724
3631	3381
2654	3686
3466	5020
5009	2822
432	310
2352	1031
810	646
3443	1550
312	822
2240	8168
4138	2398
1141	306
1395	762
311	946
6589	103
11	760
346	1564
4384	3026
1210	35
7733	6634
1855	922
2234	2231
6032	7553
4547	3615
6869	5796
1835	2625
3601	3459
1865	4966
6780	6016
3480	2687
600	1927
2683	1357
2290	3548
2859	825
6934	2485
3580	3569
4827	4434
5215	15
2594	2398
59	86
3381	5028
4665	2145
7057	6934
7131	3460
1210	1222
1360	4415
2297	2674
7553	6006
4327	2565
5827	5037
922	1201
7063	993
1159	2972
1166	8297
1734	311
6148	2967
3061	3164
5800	7553
7813	7047
2160	6305
5079	6774
6875	3586
1291	1428
5524	4798
3461	4977
5596	766
2230	2594
7632	6772
3812	722
854	6715
2746	3024
5798	4310
1553	1497
55	87
2326	3631
5696	5824
2375	122
6618	8251
7378	6934
928	1687
3516	3053
1050	2101
3976	6097
1542	6528
5182	3345
2809	2009
2815	2472
506	311
1055	1569
4212	4688
6483	6496
6280	6503
7074	2677
192	101
3812	2595
3813	2398
8291	2728
2343	2643
1496	1648
1521	1111
6320	6414
2781	2232
1697	1284
645	1186
5002	5814
1837	2251
1310	2115
5814	7874
764	2117
187	706
993	1297
2116	1922
6528	5125
6618	7414
2691	2565
6712	7795
2474	1781
2623	1151
1029	1133
2580	1055
3392	2576
1922	1705
7695	7120
4796	4211
1808	1552
820	2397
2643	1151
6613	5697
5273	3995
3260	2859
1169	407
3755	1029
6600	1151
1847	2594
7450	7447
3243	2565
7266	1982
1123	311
7778	5802
659	978
2290	3375
7225	7054
7871	4948
1701	4574
3748	1133
68	4351
2560	2950
2165	1428
2062	2066
435	29
3529	3520
4600	4948
3541	3616
918	950
1055	2877
2114	1754
3140	3032
592	591
3024	3815
86	182
5378	4037
1811	872
5553	5887
7236	4632
2951	1385
4673	6628
4632	967
2066	2565
1098	3489
1769	1261
762	2237
2246	2250
348	24
4846	766
5790	3642
2236	2256
1550	2289
7726	1098
6813	425
7168	1717
6302	1667
4536	5814
4781	4045
6890	5800
4578	11
4531	1151
306	798
1555	1772
3956	4098
2935	3958
761	10
941	1260
5524	5079
2246	2169
1990	2842
5925	2686
1441	1199
4666	5079
4824	4310
727	1961
4828	6913
3633	3804
4070	5226
2257	3196
2359	3265
5452	5499
3006	2371
2069	2946
5288	5285
290	1297
1552	2114
2256	946
6907	4536
2161	8290
6555	7279
1772	1012
2560	2654
2594	3275
2144	4431
310	371
4688	4953
5179	7553
3197	3717
56	368
15	5427
3443	762
1997	311
3099	1221
5697	8124
4338	2065
1326	904
1621	1428
3724	2066
1000	173
6789	4338
24	1234
1102	2144
2371	3174
2605	5180
4735	4531
4191	3787
6913	6772
7101	6615
6907	2785
11	1000
6624	1612
3586	5103
4173	3284
6006	6347
955	173
2658	3010
2576	3449
829	706
1092	11
5166	5162
7198	8226
2066	1661
1538	1534
6347	6736
6337	6024
5002	4045
3394	1706
2999	826
306	154
788	6422
2658	1157
2400	1210
3526	2485
313	1597
2774	2506
895	674
2981	3666
7386	7809
4778	4099
1297	1679
7498	5807
2655	3666
3276	2596
1838	3787
4653	4948
3443	4036
2144	3902
81	105
1132	1637
59	2375
2237	2182
5848	5187
5484	5173
4045	2787
5760	1542
1356	3813
948	784
4124	4632
6327	6305
5173	7400
7738	7795
3887	3886
1701	6869
2231	1319
3031	2912
3238	1621
2257	2144
795	579
707	2643
23	601
681	29
7280	7778
1297	3525
2996	2120
1201	707
1783	2001
6	1798
5312	3447
7055	7778
3345	2398
556	1990
981	854
2368	15
3752	1374
3449	2258
1633	1521
2542	1319
4894	4044
17	282
5454	3787
2744	5784
946	1565
7092	7389
2231	2234
1473	1880
2115	1285
3180	3402
2411	2476
44	372
346	762
2257	2688
7782	6560
2871	3007
2174	2822
4065	5185
2654	3186
1754	1215
4811	4489
1758	1241
1966	47
1166	4011
5814	7233
3813	3456
4001	737
1774	1380
3253	633
1378	634
1537	3433
15	2775
2210	1972
7393	5839
3274	5179
2485	1808
7490	7662
2707	2255
339	86
1165	191
5449	2790
1239	2326
3473	3468
6027	1000
1717	2999
71	1248
6324	4798
5222	4045
6714	6417
4811	3843
3010	5130
5175	4666
766	3835
7277	7449
1357	634
5028	4335
5693	5553
2972	5513
4045	4944
1485	1279
2660	2474
4578	3144
1133	3958
173	1880
3059	2697
426	192
2120	2285
2326	2667
993	722
7063	7132
4688	4261
2677	4944
4142	4713
1569	1793
5949	6976
5799	3614
46	368
2830	766
722	1402
4993	4992
2290	3032
5691	8295
6665	3642
3456	36
3635	4875
5179	6251
697	911
2328	3010
2174	1583
3492	5814
6437	2851
4065	5697
6906	3346
1783	1756
701	432
6665	3631
2674	2713
1322	1501
3443	5022
2667	6437
3787	5798
1201	941
2667	2326
68	465
5506	4824
5185	5818
762	1290
3390	5693
4335	3796
255	2625
5796	5246
650	2397
2877	1374
1126	214
1367	417
4557	3454
6407	5061
311	1758
192	454
1990	3830
4735	4224
1701	1697
1166	1416
795	1023
579	993
682	306
7662	6619
6766	7583
2623	3324
3393	5012
5626	1166
2565	4269
1555	937
5998	6552
6323	6305
2646	2009
2456	3607
3447	4040
2576	1835
5064	8162
6600	766
3459	5188
4966	2398
2740	1646
993	1767
7921	155
4045	5527
5501	1548
1166	2508
5531	4791
4041	1166
4673	4677
3005	11
5437	5891
6359	6624
3603	1310
5814	6486
2686	53
2686	3465
5655	3976
2193	2233
4480	4076
1492	1350
4781	3092
5563	6928
362	363
5054	5055
7688	335
7549	3459
2560	1307
803	1420
3459	6274
1202	559
3032	5626
5188	5829
1193	87
2667	5123
345	56
6618	6860
1133	2765
5233	6486
1211	193
4256	3461
312	1893
3092	4468
1485	371
6503	6627
4046	5814
2264	2594
1350	1661
2973	3480
2778	2781
4934	3447
7512	3658
5285	4530
1221	2174
2237	4290
2912	2593
3724	2544
3631	5582
2411	3050
105	95
2066	3024
2754	2072
5247	6737
3631	762
3482	4290
2369	7924
3786	4013
5342	5693
6312	5233
1031	1011
2585	1549
15	6179
7350	4981
1956	2469
1395	2686
2657	2120
2996	1875
5210	985
1442	1444
5210	3000
993	285
3564	2667
3614	4824
1100	1042
1473	4045
4953	1166
3265	2747
1483	1791
2790	5423
2935	3321
2326	3352
5323	2299
2145	1496
32	7
2297	3304
4073	4448
6596	5915
411	402
228	282
8294	3812
6875	8212
8178	5612
3516	2838
5172	4099
1428	1482
6	1014
5814	6134
3010	3251
3787	6251
1378	72
7580	7116
3456	4442
7497	6907
3200	879
7908	3453
7618	7045
1772	2069
766	2565
1395	2547
1377	1966
3343	3005
778	620
4485	3402
5173	7040
4713	457
5684	4310
1896	2109
5	127
4099	6447
3381	7651
2326	4681
340	135
5245	3092
5284	5412
3423	8293
2456	1468
68	5848
6560	7092
1772	2072
3537	4527
7351	5524
8286	486
3965	5947
712	1604
1792	996
2651	3030
3641	5848
2326	2697
6327	6518
1127	1297
2456	4739
2932	2700
2328	1049
5584	737
4598	3352
3895	2307
1367	285
3028	4783
2713	1537
319	282
4124	4037
6123	3334
6976	4944
3647	3028
943	1090
6481	6006
6337	6360
5140	5802
2117	600
1549	5179
5800	7924
2375	346
1441	1103
5387	5320
6496	2940
3028	704
6330	5189
2651	4254
1460	1464
6	932
2831	4036
2542	1463
1464	306
6270	3634
2135	2381
7047	6875
2790	3009
1592	2794
3136	3132
11	55
1097	2206
5871	6522
2119	1608
72	3792
8168	7080
3519	4587
650	1192
5217	6832
6227	432
4550	6765
1166	1305
3293	6657
3548	3543
1864	1055
2559	2968
1357	1305
5897	319
28	150
1522	5925
7871	1151
5222	4938
311	955
2171	3030
3140	3439
6217	5584
4353	72
3352	1729
6417	5079
2135	762
1352	1573
7564	2565
2256	3258
1467	3664
6359	5563
2688	6229
2066	1097
1585	2079
1748	2565
1608	3562
319	4954
6624	7512
4645	3172
3325	762
6229	6566
677	161
2913	2416
2686	4828
5273	5655
5271	3691
124	8283
3274	2696
3643	4536
1496	1549
2946	2768
5506	4948
1221	1538
1075	324
5933	6445
3568	2657
1705	946
5412	3352
5680	1335
2225	5022
2707	4463
3562	4007
3191	3417
3451	4557
2977	2974
2066	825
784	1186
762	4495
7023	6494
4036	4341
3028	2974
4776	4773
3634	8141
4037	795
3813	2702
2381	3614
2229	4323
3084	2160
1374	3506
2356	2114
4218	6270
1858	1823
6	4134
5020	4500
635	1453
28	405
1489	2055
6714	6097
1166	1492
126	439
7879	4347
236	319
2510	3144
3125	3253
633	3095
231	255
3014	2727
2473	2375
4331	3969
5998	2565
3580	2653
3031	2693
2297	813
2651	3887
2240	2323
1473	4276
4953	2565
1983	1925
7929	5179
1166	5790
1548	1497
1538	24
5821	5872
3843	3453
1386	1127
3032	6001
1549	2231
7086	8209
6523	6620
5655	5932
2371	3028
3641	5452
1305	1100
2747	1749
2067	7763
3258	5022
817	639
2564	2237
959	308
457	1798
96	28
417	2713
1279	1321
893	626
704	2809
7882	6618
1157	2565
4600	4899
2940	3117
1718	722
1608	2747
2565	6613
109	8291
6850	6398
4510	3388
3285	2660
2697	1885
4162	2787
3352	1571
1335	1322
5423	42
3634	3586
5180	2765
6337	3456
3095	2225
5103	4884
5541	1548
2923	2822
6483	5827
6725	5802
4735	4072
4600	3869
1305	2727
3147	2697
2160	4923
1948	2470
5839	6934
457	2580
1492	72
2667	2118
2014	4065
4335	1137
560	80
28	29
5020	4929
4077	4463
7238	5096
2831	4219
2570	11
6778	5079
1510	1571
4583	3457
2760	1813
1127	2350
5812	8054
5936	3728
3786	5020
2001	3554
2565	4295
5802	6272
996	1234
5437	5973
2565	6833
3150	1098
1248	870
3463	4820
2160	5185
7701	6946
4179	3724
3459	3897
5802	5596
6923	5739
2214	3136
2328	2585
2485	3537
3235	3229
3567	3671
5378	5872
6094	2667
55	126
2651	2225
2426	2686
1003	7073
857	805
7669	6946
1566	1734
4263	4076
3394	4123
2565	2691
5262	4483
11	2328
3238	3854
5802	5210
2811	2972
23	906
2440	122
4219	4400
6018	4175
2411	1166
313	86
29	90
4982	5511
306	1394
128	2386
6975	7119
135	402
6151	3291
1062	1964
549	649
2328	1661
4717	3032
6832	7020
5563	4099
1566	1965
766	3580
5020	5772
4808	2565
4994	335
1849	215
6123	2677
5254	4687
71	2328
4111	2700
1199	1605
1993	946
1777	3646
5800	7583
1215	1847
4894	6027
4073	2653
5215	4632
3830	2516
1717	2593
5180	5963
840	6907
7280	8124
2348	2326
8044	2452
7665	7810
5012	3969
54	53
6850	5185
1186	1367
4712	6967
5148	7738
3634	3089
3225	2625
3681	3276
4341	7057
3258	1157
2325	1305
5387	2883
789	407
633	760
1953	1230
4441	3634
5208	5201
3871	3284
677	180
308	948
4735	1990
336	1201
5612	1549
5404	5454
4967	6770
1425	1235
1006	259
5288	4036
6494	7996
4384	4273
813	2144
769	2651
4929	4077
956	231
110	972
5871	4795
1051	2963
870	1234
4631	4486
8046	8246
3631	2381
2754	1792
2651	2230
1918	2473
4219	3691
1357	259
2972	2646
4127	4044
2485	2299
3541	825
4547	2693
5655	5002
3976	4717
457	4781
3641	3562
4875	1185
1030	911
1919	1979
1199	922
4124	825
6346	5295
8192	8107
1051	1629
3033	311
826	1987
1141	926
4099	2790
6004	4536
912	86
1127	35
7116	5028
2866	2470
3394	3973
2625	937
3205	975
11	214
5817	3463
4315	4632
2474	161
2339	2326
46	282
99	5055
3903	3110
766	3803
407	3014
838	3548
2877	425
5162	3035
2435	2251
3103	1688
1305	2721
4342	4037
4557	2507
827	3394
6902	2511
2485	1305
3380	1157
5263	722
2576	2691
3458	7855
5341	3786
7819	6941
5254	5871
5130	5128
3125	2958
311	1053
5382	2258
3449	5100
1151	608
6105	4073
2145	2258
784	290
8169	5106
3843	4219
4846	2135
4682	3854
1336	2014
966	157
5188	4488
3728	4712
2328	403
1471	4536
5022	5936
